date,pdvmily,rgdppc,govpc,tbill,totdefgdp,feddebtgdp,tfp_adj
1890-01-01,0.0,-5.37750258972354,-8.48982530958931,4.24727269431433,0.84163437946921,8.12203891499062,1.0
1890-04-01,0.10079928989521102,-5.36732109127452,-8.36195503330335,4.03843452284477,0.744001094721403,7.81432537374402,1.00073143836962
1890-07-01,0.0,-5.35714368813511,-8.25474204043002,4.39725263893484,0.411837104703244,7.33038927365828,1.01998779044655
1890-10-01,0.0,-5.33910166133388,-8.25461760056396,5.45249811143806,0.412198880562901,6.976309482697669,1.03877325650621
1891-01-01,0.0,-5.34593518977559,-8.30485556372004,4.30607037437881,0.359541126954305,6.808374062859531,1.03587301809695
1891-04-01,0.0,-5.3409568963756,-8.17365879440916,4.2708051516221905,-0.173762984294181,6.55497518777224,1.02321902151191
1891-07-01,0.0,-5.28013130185872,-8.45232413898104,4.61488847079429,0.39132765835904904,6.14781113091872,1.02891881764086
1891-10-01,0.0,-5.27758955685476,-8.31233993480725,4.126654149916511,0.128044361852822,6.0416572613512205,1.00353713221276
1892-01-01,0.0,-5.29050265187722,-8.27526654111587,3.0554576357382497,0.12844121068950298,6.11365449206985,0.959629195262813
1892-04-01,0.0,-5.31643767237943,-8.19937757938816,2.39282351709933,-0.12436049652276701,6.29039021829567,0.925566016031928
1892-07-01,0.0,-5.32838158770935,-8.32169352022826,3.14665253362873,0.212027156925238,6.13867125992414,0.918844642103168
1892-10-01,0.0,-5.31850825941842,-8.30892001942577,4.22374573164159,0.192800949099901,5.90731081730316,0.944827262986549
1893-01-01,0.0,-5.3067540690478,-8.23401353941243,4.538212521621951,0.0054628124109894795,5.66223106612669,1.00855025911707
1893-04-01,0.0,-5.31534404806198,-8.23780469359679,5.72543265294794,-0.021265807631214603,5.89278741151986,1.04953040945365
1893-07-01,0.0,-5.40862409202681,-8.26978952188216,8.32243338118327,-0.29605057357313,6.77879525216605,1.02599084260573
1893-10-01,0.0,-5.45609147823617,-8.28457350945462,3.67919551470711,-0.291777016928598,7.09450569599996,1.03023507060219
1894-01-01,0.0,-5.46840141587569,-8.25355758645343,2.46057968740346,-0.38303175000970796,7.4554613875412,1.05277525525727
1894-04-01,0.0,-5.47826515928948,-8.20867041574746,2.20428729993084,-0.334608261691779,7.7158772783475,1.0625981376922
1894-07-01,0.0,-5.44464194382708,-8.21830458747408,2.32507747826294,0.208017796772105,7.40784163292538,1.05549642966351
1894-10-01,0.0,-5.39640360044286,-8.22622619272498,2.05401786205372,-0.493189315513788,7.284307353284481,1.0689198926786
1895-01-01,0.0,-5.36629951912457,-8.1851930838954,2.70207538767668,-0.08342546707637,7.40220148804339,1.056008777071
1895-04-01,0.0,-5.33979540961861,-8.20681481781459,2.3279093208979402,-0.0927648955325548,7.098857252218591,1.04712068211676
1895-07-01,0.0,-5.2999999314508,-8.20435718610864,2.64608960567586,0.0392213563661554,7.0314967579330006,1.05472900035558
1895-10-01,0.0,-5.2787682985306,-8.21241299508983,3.5941112298500797,0.0492764258585291,7.063613462335459,1.05806008671635
1896-01-01,0.0,-5.32329483636499,-8.21529311434568,4.58545043614975,0.00474048666527818,7.562115285157919,1.05179760613825
1896-04-01,0.0,-5.33903722076304,-8.23069532646489,3.70884766067677,-0.12191504063817199,7.8830325492424995,1.04230360213059
1896-07-01,0.0,-5.36224500503191,-8.14377114147088,5.79862126674481,-0.334448827313599,8.20607317868051,1.03143866678389
1896-10-01,0.0,-5.3839117604196,-8.16784877232636,4.7019053796847805,-0.23103421168027302,8.10935417815314,1.02487631911997
1897-01-01,0.0,-5.340848146637,-8.13379293442963,2.4105058578956,-0.0180036152891583,7.9177295165242105,1.06407150743761
1897-04-01,0.0,-5.33085450003064,-8.12872944846526,2.56956371209773,0.463337820910153,7.93415136142734,1.08086300549935
1897-07-01,0.0,-5.29654724487066,-8.1063846101398,2.87583260140151,-0.382035934719049,7.4162523648096,1.0866722136335
1897-10-01,0.0,-5.28648437484931,-8.17308391663681,2.8080850287735397,0.8271075102290649,7.16456275205035,1.10248181438281
1898-01-01,0.0,-5.28936006110765,-8.21380273884742,2.81680866930583,0.0700105913902895,7.132983007214371,1.10802232912269
1898-04-01,1.0927004791781598,-5.30317194886668,-7.91329776548129,3.58791179889838,-0.9961302393882279,7.24570192649203,1.09723583933309
1898-07-01,-0.279566328668361,-5.31248595664388,-7.82507545997692,2.931791080431,-0.856083743820542,7.85076234105481,1.0787989591548
1898-10-01,0.0,-5.30250821470261,-7.92987148153917,2.4399626148397298,-0.462931782912548,8.19447148749734,1.06264141062723
1899-01-01,0.581121622689616,-5.23848161874085,-7.87621680005034,2.46053296964091,-0.0613263089170435,7.8913246937784605,1.07334998948142
1899-04-01,0.0,-5.23503628976765,-7.87100205270219,2.69326808020116,-0.12383444151288299,7.91970771596205,1.05490926740977
1899-07-01,0.0,-5.21543751969423,-7.9936931869783,3.38508778882974,0.22530721236922702,7.473896320077101,1.08092740051491
1899-10-01,0.0,-5.20621174317602,-7.99607484267739,4.426663938114849,0.200310921991276,6.93873381613051,1.0860486916728
1900-01-01,0.44828246771033003,-5.219513415949,-8.05989088080716,3.7559701229510702,0.499414552073108,6.67994742296406,1.08648674808102
1900-04-01,0.0,-5.21724114614577,-7.97619265454788,2.99656138745601,0.337108754067438,6.49972730007722,1.08831498620731
1900-07-01,0.0,-5.22177574067846,-7.88694177892384,3.2703731201634096,0.18901725667025102,6.39392237804112,1.07702535439099
1900-10-01,0.0,-5.22350686709184,-7.87728958036468,3.75302325048493,0.32621854756168,6.329423291981261,1.05887500292064
1901-01-01,0.0,-5.1620330137451,-7.90190298429942,2.94946623644458,0.423295987967309,5.873472543819029,1.05002137723665
1901-04-01,0.0,-5.12229751290891,-7.91307176843231,3.07019074581041,0.559011937062966,5.629168706748191,1.06464663520368
1901-07-01,0.0,-5.12047665644961,-8.01070649742338,3.61766009909952,0.449971943374599,5.47895473976711,1.06771931638797
1901-10-01,1.73869251636657,-5.11846420314471,-7.97953813710786,3.78540831831436,0.385430620214887,5.33130502210377,1.08351858389255
1902-01-01,0.0,-5.14760932867497,-7.93446108317201,3.3527846512602704,0.29805996557202197,5.50883313953996,1.09261663444146
1902-04-01,0.0,-5.14944915982626,-7.94798663720041,3.5323375688229,0.480284650080787,5.38334091295087,1.10331122764402
1902-07-01,0.0,-5.13079684140465,-7.87056590977907,4.00895830597498,0.313439301397405,5.21825243626017,1.11150346794042
1902-10-01,0.0,-5.1308338484763,-7.89375763435814,4.77953746547437,0.266891964466819,4.94609597310697,1.11459648793401
1903-01-01,0.0,-5.09509168226661,-7.81614864692438,4.1560687542661,0.164343648064255,4.70381822049736,1.10387174365237
1903-04-01,0.0,-5.07616366768634,-7.82862305108348,4.0031203993110696,0.269317682733143,4.68747634405171,1.09630365221247
1903-07-01,0.0,-5.08086980939264,-7.80388869605967,4.688377601477249,0.237527563225437,4.66498557265962,1.08798675961945
1903-10-01,0.0,-5.12813345399101,-7.83981506467877,4.77072001676284,0.11510242856504901,4.8623317867882,1.06651726903836
1904-01-01,1.88586495794213,-5.15468499391218,-7.87450322248543,3.79423835396931,0.05502933069271349,4.80928721205212,1.07104414785832
1904-04-01,0.0,-5.17270527593407,-7.8997452508954,2.98479506935663,-0.78047533059542,4.95056048943355,1.07829754022113
1904-07-01,0.0,-5.18025378445274,-7.86799112735524,3.02304993382824,-0.08112309175394619,4.928091664769299,1.08037655422523
1904-10-01,0.0,-5.1534514527736,-7.89506394667204,3.3439643189390598,0.014288756320151601,4.6895776182915805,1.09253450195472
1905-01-01,0.0,-5.13283167590355,-7.84944560966779,3.02602617679446,0.0350422833488569,4.58461226602909,1.1113323117152
1905-04-01,0.0,-5.1044083476473,-7.81627331465058,3.01719074453074,-0.0038059795463451897,4.49867179661879,1.12328123058377
1905-07-01,0.0,-5.08061801184127,-7.74789164982768,3.4116440725275,0.0416112173751868,4.37470344991984,1.12110569007023
1905-10-01,0.0,-5.03715066776936,-7.76055099149022,4.3825341455916895,0.115496265985843,4.12937451769909,1.12061753447237
1906-01-01,0.0,-4.99497015309524,-7.79199964468112,4.09432399757758,0.226403793978749,3.9001092267944397,1.10866334707401
1906-04-01,0.0,-4.98589956690979,-7.82500756201781,4.28551936353995,0.21389482779355,3.81644204954242,1.08878345178756
1906-07-01,0.0,-4.97321281401303,-7.77147390652723,4.86473225545624,0.23618711204304102,3.76438469501845,1.08427515326665
1906-10-01,0.0,-4.95721377015762,-7.75472847494551,5.10583535189317,0.305827231820862,3.5693906372536297,1.09478217414411
1907-01-01,0.0,-4.96994960455937,-7.75239079393473,4.9500446854055,0.377976715538318,3.5760113500791597,1.10152495926989
1907-04-01,0.0,-4.98294151533663,-7.70674591709747,4.53253967837043,0.363017139490793,3.58334216204831,1.12024826490337
1907-07-01,0.0,-5.01450786108824,-7.64568404049614,5.10871398788587,0.1453679510388,3.66254149331015,1.14163504640968
1907-10-01,0.0,-5.09600150021799,-7.66807725566369,6.09883852226756,0.0608541442924644,4.02764997698124,1.12430000096769
1908-01-01,0.0,-5.18455367701927,-7.51611034943954,4.63830544516869,-0.25911922091926,4.53409966872446,1.10620130407055
1908-04-01,0.0,-5.1987639674379,-7.54515274563594,3.1172594630173402,-0.459179032181247,4.558955652380369,1.1197862296443
1908-07-01,0.0,-5.17988439797268,-7.64781887313838,2.89352111190965,-0.192000115193505,4.4273811994236,1.11092023011815
1908-10-01,0.0,-5.13957557670983,-7.62280977242776,3.08785296306798,-0.278413064511838,4.216450746347291,1.11745971169682
1909-01-01,0.0,-5.0804274875339,-7.62160217190701,2.73744930002566,-0.227914484704885,3.98074164664081,1.11854588115856
1909-04-01,0.0,-5.04698000438622,-7.69043114487423,2.57251757588832,-0.154217753933264,3.76871016643809,1.11398367410119
